OBJECTID,ASSET_NAME,SITE_NAME,CHILD_OF,ADDRESS,TYPE,USE_,DESCRIPTION,SQ_FEET,ACREAGE,ZIPCODE,ALLIAS,CHRONOLOGY,NOTES,DATE_EDITED,EDITED_BY,OCCUPANT,TENANT,LABEL
938,FDR Park Gazebo,Franklin D. Roosevelt Park,Franklin D. Roosevelt Park,1750 FDR PKY,Structure,Pavilion\Shelter,,557.30785377,0.01279408,19145, , ,,12Nov2013,Vanessa Miller,PPR,,FDR Park
939,Eastwick Regional Park Pavilion,Eastwick Regional Park Playground,Eastwick Regional Park ,80TH ST & MARS PL,Structure,Pavilion\Shelter,,5563.23846764,0.12771489,19153, , ,,12Nov2013,Vanessa Miller,PPR,,Eastwick Regional Park Pavilion
940,Connell Park Pavilion,Connell Park,Connell Park,6401 ELMWOOD AVE,Structure,Pavilion\Shelter,,2519.4756133,0.05783943,19142, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,(Schools Without Borders) ACES Million Books,Connell Park
941,Guard Box @ Washington Square,Washington Square,Washington Square, ,Structure,Guard Box,Historic Structure,165.22988479,0.00379317,19106, , ,,12Nov2013,Vanessa Miller,PPR,,
942,Guard Box @ Rittenhouse Square,Rittenhouse Square,Rittenhouse Square,1800 WALNUT ST,Structure,Guard Box,Historic Structure,249.96806962,0.0057385,19103, , ,,12Nov2013,Vanessa Miller,PPR,,
943,Water Works Gazebo above Aquarium Drive,Water Works,East Fairmount Park,2801 ART MUSEUM DR,Structure,Pavilion\Shelter,Historic Structure,249.83512268,0.00573545,19130, , ,,12Nov2013,Vanessa Miller,PPR,,
944,Boat Cover (Bachelors Barge),East Fairmount Park,East Fairmount Park,5 JOHN B KELLY DR,Structure,Pavilion\Shelter,,346.90256304,0.00796382,19130, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"Bachelors Barge Club, land lease only",
945,Boat Cover (Bachelors Barge),East Fairmount Park,East Fairmount Park,5 JOHN B KELLY DR,Structure,Pavilion\Shelter,,315.89701761,0.00725203,19130, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"Bachelors Barge Club, land lease only",
946,Cobbs Creek Golf Course Storm Shelter,Cobbs Creek & Karakung Golf Course,Cobbs Creek Park,7850 CITY LINE AVE,Structure,Pavilion\Shelter,Golf Course,145.17264769,0.00333272,19151, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"Billy Casper Golf, LLC",CC Golf Course
947,Lemon Hill Pavilion,Lemon Hill,East Fairmount Park,801 LEMON HILL DR,Structure,Pavilion\Shelter,Historic Building,1431.83622561,0.03287057,19130, , ,,12Nov2013,Vanessa Miller,PPR,,Lemon Hill
948,Cobbs Creek Golf Course Shelter@14th Green,Cobbs Creek & Karakung Golf Course,Cobbs Creek Park,7800 CITY LINE AVE,Structure,Pavilion\Shelter,Golf Course,514.27386137,0.01180615,19151, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"Billy Casper Golf, LLC",CC Golf Course
949,Picnic Pavilion Lansdowne Drive,West Fairmount Park,West Fairmount Park,3940 LANSDOWNE DR,Structure,Pavilion\Shelter,,926.37637213,0.02126676,19131, , ,,19Dec2012,Vanessa Miller,PPR,,
950,Parkside Shelter,West Fairmount Park,West Fairmount Park,5101 PARKSIDE AVE,Structure,Pavilion\Shelter,,560.7886034,0.01287399,19131, , ,,12Nov2013,Vanessa Miller,PPR,,
951,East Park Driving Range Canopy,33rd & Oxford Driving Range,East Fairmount Park,3300 RESERVOIR DR,Structure,Pavilion\Shelter,Golf Driving Range,1513.11837602,0.03473656,19121, , ,,12Nov2013,Vanessa Miller,PPR,,Driving Range Canopy
952,Smith Playground Shelter,Smith Playground,Smith Playground,3500 RESERVOIR DR,Structure,Pavilion\Shelter,,734.96728655,0.01687259,19121, , ,,12Nov2013,Vanessa Miller,PPR,,
953,Smith Playground Slide and Pavilion,Smith Playground,Smith Playground,3500 RESERVOIR DR,Structure,Pavilion\Shelter,Historic Structure,2527.50135795,0.05802368,19121, , ,,12Nov2013,Vanessa Miller,PPR,,
954,Pavilion in the Trees,West Fairmount Park,West Fairmount Park,4160 HORTICULTURAL DR,Structure,Pavilion\Shelter,,262.55480609,0.00602745,19131, , ,,12Nov2013,Vanessa Miller,PPR,,Pavilion in the Trees
955,Horticultural Center Gazebo,Horticulture Center,West Fairmount Park,4200 HORTICULTURAL DR,Structure,Pavilion\Shelter,,410.08856143,0.00941438,19131, , ,,12Nov2013,Vanessa Miller,PPR,,
956,Guard Box @ Ohio House,West Fairmount Park,West Fairmount Park,1750 BELMONT AVE,Structure,Guard Box,Historic Structure,193.44068887,0.0044408,19131, , ,,12Nov2013,Vanessa Miller,PPR,,
957,North Georges Hill Picnic Pavilion,West Fairmount Park,West Fairmount Park,5301 N GEORGES HILL DR,Structure,Pavilion\Shelter,,1976.41024233,0.04537232,19131, , ,,12Nov2013,Vanessa Miller,PPR,,
958,Guard Box B @ Car Barn,West Fairmount Park,West Fairmount Park,4101 MONTGOMERY AVE,Structure,Guard Box,Historic Structure,185.35692384,0.00425523,19131, , ,,12Nov2013,Vanessa Miller,PPR,,
959,Guard Box A @ Car Barn,West Fairmount Park,West Fairmount Park,4101 MONTGOMERY AVE,Structure,Guard Box,Historic Structure,154.27214939,0.00354162,19131, , ,,12Nov2013,Vanessa Miller,PPR,,
960,Guard Box 3 @ Car Barn,West Fairmount Park,West Fairmount Park,4101 MONTGOMERY AVE,Structure,Guard Box,Historic Structure,120.10626407,0.00275727,19131, , ,,12Nov2013,Vanessa Miller,PPR,,
961,Guard Box 2 @ Car Barn,West Fairmount Park,West Fairmount Park,4101 MONTGOMERY AVE,Structure,Guard Box,Historic Structure,84.09375568,0.00193053,19131, , ,,12Nov2013,Vanessa Miller,PPR,,
962,Guard Box 1 @ Car Barn,West Fairmount Park,West Fairmount Park,4101 MONTGOMERY AVE,Structure,Guard Box,Historic Structure,38.02325389,0.0008729,19131, , ,,12Nov2013,Vanessa Miller,PPR,,
963,Belmont Mansion Gazebo,West Fairmount Park,West Fairmount Park,2000 BELMONT MANSION DR,Structure,Pavilion\Shelter,,45.59635015,0.00104675,19131, , ,,12Nov2013,Vanessa Miller,PPR,,
964,Belmont Grove Picnic Pavilion,Belmont Grove,West Fairmount Park,BELMONT MANSION DRIVE,Structure,Pavilion\Shelter,,1206.53762351,0.0276984,19131, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FP-Special Events,
965,Belmont Grove Picnic Pavilion,Belmont Grove,West Fairmount Park,BELMONT MANSION DRIVE,Structure,Pavilion\Shelter,,1143.30672492,0.02624682,19131, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FP-Special Events,
966,Guard Box @ Ridgeland,West Fairmount Park,West Fairmount Park,4000 CHAMOUNIX DR,Structure,Guard Box,Historic Structure,42.68587936,0.00097994,19131, , ,,12Nov2013,Vanessa Miller,PPR,,
967,Guard Box @ East Park Canoe House,East Fairmount Park,East Fairmount Park,2400 JOHN B KELLY DR,Structure,Guard Box,Historic Structure,88.44751054,0.00203048,19121, , ,,12Nov2013,Vanessa Miller,PPR,,
968,Strawberry Mansion Music Pavilion,East Fairmount Park,East Fairmount Park,3502 STRAWBERRY MANSION BRIDGE DR,Structure,Pavilion\Shelter,Historic Building,2702.032632,0.06203038,19132, , ,,12Nov2013,Vanessa Miller,PPR,,Strawberry Mansion
969,Chamounix Tennis Pavilion,Chamounix Tennis,West Fairmount Park,3601 CHAMOUNIX DR,Structure,Pavilion\Shelter,Historic Structure,926.17510118,0.02126214,19131, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Friends of Chamounix Tennis,
970,Guard Box @ Kelly Drive,East Fairmount Park,East Fairmount Park,2700 JOHN B KELLY DR,Structure,Guard Box,Historic Structure,47.90365522,0.00109972,19132, , ,,12Nov2013,Vanessa Miller,PPR,,
971,Guard Box @ Falls Road House,West Fairmount Park,West Fairmount Park,3599 CONSHOHOCKEN AVE,Structure,Guard Box,Historic Structure,144.75974292,0.00332324,19131, , ,,12Nov2013,Vanessa Miller,PPR,,
972,Guard Box @ Hunting Park,Hunting Park,Hunting Park,4101 OLD YORK RD,Structure,Guard Box,Historic Structure,117.78188608,0.00270391,19140, , ,,12Nov2013,Vanessa Miller,PPR,,
973,Hunting Park Picnic Pavilion,Hunting Park,Hunting Park,1110 W HUNTING PARK AVE,Structure,Pavilion\Shelter,Historic Building,2459.09034455,0.05645317,19140, , ,,12Nov2013,Vanessa Miller,PPR,,Hunting Park
974,Hunting Park Music Pavilion,Hunting Park,Hunting Park,1023 W HUNTING PARK AVE,Structure,Pavilion\Shelter,Historic Building,2432.39390073,0.0558403,19140, , ,,12Nov2013,Vanessa Miller,PPR,,Hunting Park
975,Lincoln Drive Shelter,Wissahickon Valley Park,Wissahickon Valley Park,6049 WISSAHICKON DR,Structure,Pavilion\Shelter,Historic Building,611.45983602,0.01403724,19144, , ,,19Dec2012,Vanessa Miller,PPR,,
976,Guard Box @ Blue Stone Bridge,Wissahickon Valley Park,Wissahickon Valley Park,5490 WISSAHICKON DR,Structure,Guard Box,Historic Structure,45.9907297,0.00105581,19128, , ,,12Nov2013,Vanessa Miller,PPR,,
977,Guard Box @ Lincoln and Wissahickon,Wissahickon Valley Park,Wissahickon Valley Park,6020 WISSAHICKON AVE,Structure,Guard Box,Historic Structure,122.69758997,0.00281676,19144, , ,,12Nov2013,Vanessa Miller,PPR,,
978,Blue Bell Picnic Pavilion and Bathrooms,Blue Bell Park,Wissahickon Valley Park,694 WALNUT LA,Structure,Pavilion\Shelter,Multi-Use Bldg,1419.47297629,0.03258675,19144, , ,,12Nov2013,Vanessa Miller,PPR,,
979,Kitchens Lane Shelter,Wissahickon Valley Park,Wissahickon Valley Park,5943 WISSAHICKON DR,Structure,Pavilion\Shelter,Historic Building,346.4502033,0.00795343,19128, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FPHPT Lease,
980,Allens Lane Shelter,Allens Lane Art Center,Allens Lane Art Center,6375 WISSAHICKON DR,Structure,Pavilion\Shelter,Historic Building,426.62793721,0.00979407,19128, , ,,12Nov2013,Vanessa Miller,PPR,,Allens Lane
981,Bldg. Ruin,Pennypack Creek Park,Pennypack Creek Park, ,Structure,Historic House,Historic Structure,143.18367837,0.00328706,19136, , ,,12Nov2013,Vanessa Miller,PPR,,
982,Rhawn St. Picnic Pavilion,Pennypack Creek Park,Pennypack Creek Park,3100 RHAWN ST,Structure,Pavilion\Shelter,Historic Building,1666.26515776,0.03825234,19136, , ,,12Nov2013,Vanessa Miller,PPR,,
983,Pennypack Shelter Ruins,Pennypack Creek Park,Pennypack Creek Park,8101 CRESCO AVE,Structure,Historic House,Historic Structure,1005.66810187,0.02308706,19136, , ,,12Nov2013,Vanessa Miller,PPR,,
984,Guard Box @ Rhawn Street,Pennypack Creek Park,Pennypack Creek Park,3100 RHAWN ST,Structure,Guard Box,Historic Structure,233.98848348,0.00537166,19136, , ,,12Nov2013,Vanessa Miller,PPR,,
985,Guard Box @ Valley Green Inn,Wissahickon Valley Park,Wissahickon Valley Park,7600 FORBIDDEN DRIVE,Structure,Guard Box,Historic Structure,27.70123585,0.00063594,19128, , ,,12Nov2013,Vanessa Miller,PPR,,
986,Rex Avenue Shelter,Wissahickon Valley Park,Wissahickon Valley Park,8201 WISSAHICKON DR,Structure,Pavilion\Shelter,Historic Building,294.20244208,0.00675399,19128, , ,,19Dec2012,Vanessa Miller,PPR,,
987,Burholme Park Picnic Pavilion,Burholme Park,Burholme Park,7500 CENTRAL AVE,Structure,Pavilion\Shelter,,1631.81767647,0.03746153,19111, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"Northeast Optimist, Inc., (N.E.O.)",Burholme Park
988,Burholme GC Driving Range Canopy,Burholme Driving Range,Burholme Park,401 W COTTMAN AVE,Structure,Pavilion\Shelter,Golf Driving Range,1136.58246714,0.02609245,19111, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"Burholme Golf, Inc.",Burholme Park
989,Bensalem Shelter,Pennypack Creek Park,Pennypack Creek Park,8600 E ROOSEVELT BLV,Structure,Pavilion\Shelter,Historic Building,1175.8563171,0.02699405,19115, , ,,19Dec2012,Vanessa Miller,PPR,,
990,Bells Mill Picnic Shelter,Wissahickon Valley Park,Wissahickon Valley Park,230 BELLS MILL RD,Structure,Pavilion\Shelter,Historic Building,309.91423779,0.00711468,19118, , ,,12Nov2013,Vanessa Miller,PPR,,
991,Guard Box @ Bells Mill,Wissahickon Valley Park,Wissahickon Valley Park,251 BELLS MILL RD,Structure,Guard Box,Historic Structure,137.64984503,0.00316002,19118, , ,,12Nov2013,Vanessa Miller,PPR,,
992,Harper's Meadow Shelter,Wissahickon Valley Park,Wissahickon Valley Park,9091 WISSAHICKON DR,Structure,Pavilion\Shelter,Historic Building,213.11056193,0.00489236,19118, , ,,12Nov2013,Vanessa Miller,PPR,,
993,Pine Road Picnic Shelter,Pennypack Creek Park,Pennypack Creek Park,8751 PINE RD,Structure,Pavilion\Shelter,Historic Building,2474.80577436,0.05681395,19111, , ,,12Nov2013,Vanessa Miller,PPR,,
994,Guard Box @ Pine Road,Pennypack Creek Park,Pennypack Creek Park,8751 PINE RD,Structure,Guard Box,Historic Structure,315.87701721,0.00725157,19111, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Fairmount Park Ranger Corps,
995,Water Works Gazebo on Dam,Water Works,East Fairmount Park, ,Structure,Pavilion\Shelter,Historic Structure,435.36113968,0.00999456,19130, , ,,12Nov2013,Vanessa Miller,PPR,,
996,Water Works Pavilion,Water Works,East Fairmount Park, ,Structure,Pavilion\Shelter,Historic Building,3228.09395298,0.07410714,19130, , ,,12Nov2013,Vanessa Miller,PPR,,
997,District 6 Satellite Office,District 6 Satellite Office,District 6 Satellite Office,25TH & SEDGELY AVE,Building,Multi-Use Bldg,,10051.00394047,0.23074022,19132,,,,12Nov2013,Vanessa Miller,PPR,,
998,Gambrell Playground Building,Gambrell Playground,Gambrell Playground,1900 WAKELING ST,Building,Recreation Bldg,,9251.43981749,0.21238468,19124,,,,12Nov2013,Vanessa Miller,PPR,,
999,Nelson Playground Building,Nelson Playground,Nelson Playground,2500-34 N 3RD ST ,Building,Recreation Bldg,,2062.34188727,0.04734504,19133,,,,12Nov2013,Vanessa Miller,PPR,,
1000,Northern Maintenance Headquarters,Wissinoming Playground,Wissinoming Playground,5747 FRANKFORD AVE,Building,Garage\Maintenance\Storage Bldg,,6554.07303823,0.15046142,19124,,,,12Nov2013,Vanessa Miller,PPR,,
1001,Penrose Playground Building,Penrose Playground,Penrose Playground,1101 W SUSQUEHANNA AVE,Building,Recreation Bldg,,3921.66103136,0.09002931,19133,,,,12Nov2013,Vanessa Miller,PPR,,
1002,Sedgely Storeroom,Sedgely Storeroom,East Fairmount Park,2528 W SEDGELY AVE,Building,Garage\Maintenance\Storage Bldg,,13979.61319544,0.32092904,19132,,,,12Nov2013,Vanessa Miller,PPR,,
1003,York St Mini Park,York St Mini Park,York St Mini Park,2400 W YORK ST,Land,Park- Mini,,867.95684529,0.01992563,19132,,,,12Nov2013,Vanessa Miller,PPR,,York St Mini Park
1004,Colorado St Mini Park,Colorado St Mini Park,Colorado St Mini Park,2400 N COLORADO ST,Land,Park- Mini,,824.49144159,0.01892779,19132,,,,12Nov2013,Vanessa Miller,PPR,,Colorado St Mini Park
1005,Stiles Street Playlot,Stiles Street Playlot,Stiles Street Playlot,1608 W STILES ST,Land,Recreation Site,,861.51478039,0.01977774,19121,,,,12Nov2013,Vanessa Miller,PPR,,Stiles Street Playlot
1006,FAA Outer Marker,Cobbs Creek Driving Range & Sports Center,Cobbs Creek Park,7900 CITY AVE,Structure,Golf,,98.37097554,0.0022583,19151,,1904-1928,,12Nov2013,Vanessa Miller,Lessee/Tenants,US Dept. Transportation,FAA Outer Marker
1007,Burholme Pitching Machine Building,Burholme Driving Range,Burholme Park,401 W COTTMAN AVE,Building,Batting Cage,Golf Driving Range,568.1232625,0.01304237,19111,,,,12Nov2013,Vanessa Miller,Lessee/Tenants,"Burholme Golf, Inc.",
1008,Paine's Park,Paine's Park,Schuylkill Banks,MARTIN LUTHER KING DRIVE,Land,Park- Skate Park,,128087.09247818,2.9404868,19103,, ,,16Dec2013,Vanessa Miller,PPR,,Paine's Park
1009,Officer Daniel Boyle Park,Officer Daniel Boyle Park,Officer Daniel Boyle Park,2401-13 GERMANTOWN AVE,Land,Park- Mini, ,15313.71534545,0.35155594,19133,Vandergift, ,Renamed by Police Department (Vandergift),12Nov2013,Vanessa Miller,PPR,,Officer Daniel Boyle Park
1010,Wissahickon East,Wissahickon East,Wissahickon East,7530 ANDERSON ST,Land,Park- Watershed\Conservation,,244580.6244722,5.614821,19119,,2013,,06Jun2014,Nora Dougherty,PPR,,Wissahickon East
1011,22nd & Market Memorial Park ,22nd & Market Memorial Park ,22nd & Market Memorial Park ,2140 MARKET ST,Land,Park- Mini,,2445.07719808,0.05613147,19103,Salvation Army Collapse Site,2014,under construction ,21JUN2014,Nora Dougherty,PPR,,22nd & Market Memorial Park
1012,Ingersoll Park,Ingersoll Park,Ingersoll Park,1300 N. 16th Street,Land,Park- Neighborhood,,55598.75657584,1.27637693,19121,,2014,under construction,21JUN2014,Nora Dougherty,PPR,,Ingersoll Park
1013,Eakins Oval,Eakins Oval,Benjamin Franklin Parkway,2451 BENJ FRANKLIN PKY,Land,Park- Linear\Parkway,,340549.75913384,7.81797799,,,1917-1928,,27Jun2014,Nora Dougherty,PPR,,Eakins Oval
1014,Park Towne,Benjamin Franklin Parkway,Benjamin Franklin Parkway,BENJAMIN FRANKLIN PKY,Land,Park- Linear\Parkway,,160447.91679554,3.68339207,,,1917-1928,,12Nov2013,Nora Dougherty,,,
1015,Poquessing Creek Park 4,Poquessing Creek Park,Poquessing Creek Park,3601 ACADEMY RD,Land,Park- Watershed\Conservation, ,2688046.01703438,61.70929222,19154, ,1960-1970, ,19Dec2012,Vanessa Miller,,,Poquessing Creek Park
1016,Poquessing Creek Park 3,Poquessing Creek Park,Poquessing Creek Park,3125 MECHANICSVILLE RD,Land,Park- Watershed\Conservation, ,1402678.29962763,32.2011917,19154, ,1960-1970, ,19Dec2012,Vanessa Miller,,,Poquessing Creek Park
1017,Poquessing Creek Park 5,Poquessing Creek Park,Poquessing Creek Park,4341 WHITING RD,Land,Park- Watershed\Conservation, ,1004729.11997082,23.06549906,19154, ,1960-1970, ,19Dec2012,Vanessa Miller,,,Poquessing Creek Park
1018,Poquessing Creek Park 8,Poquessing Creek Park,Poquessing Creek Park,9900-99 HEGERMAN ST,Land,Park- Watershed\Conservation, ,715968.72967361,16.43644613,19114, ,1960-1970, ,19Dec2012,Vanessa Miller,,,Poquessing Creek Park
1019,Poquessing Creek Park 6,Poquessing Creek Park,Poquessing Creek Park,130 DIMARCO DR,Land,Park- Watershed\Conservation, ,658643.07911959,15.12042502,19154, ,1960-1970, ,19Dec2012,Vanessa Miller,,,Poquessing Creek Park
1020,Poquessing Creek Park 7,Poquessing Creek Park,Poquessing Creek Park,10501 KNIGHTS RD,Land,Park- Watershed\Conservation, ,566415.39882522,13.00316034,19154, ,1960-1970, ,19Dec2012,Vanessa Miller,,,Poquessing Creek Park
1021,Poquessing Creek Park 2,Poquessing Creek Park,Poquessing Creek Park,1300-2600 POQUESSING CRK DR,Land,Park- Watershed\Conservation, ,148988.41015404,3.42031694,19116, ,1960-1970, ,19Dec2012,Vanessa Miller,,,Poquessing Creek Park
1022,Fairmount Drainage Right of Way 1,Fairmount Drainage Right of Way,Fairmount Drainage Right of Way,190 ALBURGER AVE,Land,Park- Regional/Watershed, ,2309601.88048924,53.02137555,19115, , , ,19Dec2012,Vanessa Miller,,,
1023,Fairmount Drainage Right of Way 7,Fairmount Drainage Right of Way,Fairmount Drainage Right of Way,10901-11899 WALDEMIRE DR,Land,Park- Regional/Watershed, ,2285725.85084221,52.47325514,19154, , , ,19Dec2012,Vanessa Miller,,,
1024,Fairmount Drainage Right of Way 2,Fairmount Drainage Right of Way,Fairmount Drainage Right of Way,8601 VERREE RD,Land,Park- Regional/Watershed, ,994210.86662308,22.82403222,19115, , , ,19Dec2012,Vanessa Miller,,,
1025,Fairmount Drainage Right of Way 5,Fairmount Drainage Right of Way,Fairmount Drainage Right of Way,3460 MORRELL AVE,Land,Park- Regional/Watershed, ,1104557.68875185,25.35725682,19114, , , ,19Dec2012,Vanessa Miller,,,
1026,Fairmount Drainage Right of Way 4,Fairmount Drainage Right of Way,Fairmount Drainage Right of Way,2870 WILLITS RD,Land,Park- Regional/Watershed, ,246486.75517805,5.65857992,19136, , , ,19Dec2012,Vanessa Miller,,,
1027,Fairmount Drainage Right of Way 3,Fairmount Drainage Right of Way,Fairmount Drainage Right of Way,2620 MAXWELL ST,Land,Park- Regional/Watershed, ,228470.18316818,5.24497468,19152, , , ,19Dec2012,Vanessa Miller,,,
1028,Fairmount Drainage Right of Way 8,Fairmount Drainage Right of Way,Fairmount Drainage Right of Way,3777 MORRELL AVE,Land,Park- Regional/Watershed, ,366278.75047196,8.40863672,19114, , , ,19Dec2012,Vanessa Miller,,,
1029,Fairmount Drainage Right of Way 6,Fairmount Drainage Right of Way,Fairmount Drainage Right of Way,3099 WOODHAVEN RD,Land,Park- Regional/Watershed, ,143671.60607719,3.29825943,19154, , , ,19Dec2012,Vanessa Miller,,,
1030,Glen Foerd,Glen Foerd,Glen Foerd,5001 GRANT AVE,Land,Park- Watershed\Conservation, ,938656.44282319,21.54867304,19114, ,1984, ,19Dec2012,Vanessa Miller,,,Glen Foerd
1031,Allens Lane Art Center,Allens Lane Art Center,Allens Lane Art Center,621 W ALLENS LA,Land,Park- Community, ,251075.43621745,5.76392196,19119, ,1945, ,19Dec2012,Vanessa Miller,,,Allens Lane Art Center
1032,Martin Luther King Recreation Center,Martin Luther King Recreation Center,Martin Luther King Recreation Center,2101-35 CECIL B MOORE AVE,Land,Recreation Center, ,228852.08530745,5.25374198,19121, , , ,19Dec2012,Vanessa Miller,,,King
1033,Gathers Recreation Center ,Gathers Recreation Center,Gathers Recreation Center ,2501-59 DIAMOND ST,Land,Recreation Center, ,161294.50139895,3.70282706,19121, , , ,19Dec2012,Vanessa Miller,,,Gathers
